Cancer,Repeat,Seed,Method,Status,Error,Subsample n,Event n,Top20 indices,Top20 genes,Elapsed sec
LUAD,9,50,Cox-EN,ok,,352,135,448;903;5935;1904;5140;7236;4839;7416;1847;2918;1854;7383;6857;5642;2956;1628;5191;1389;6929;2802,ARG2;C20orf202;R3HDML;CYP17A1;NXPH1;TDRD1;MYT1L;TMEM215;CTCFL;GALNT14;CTNNA3;TMEM145;SNTG2;PNPLA5;GBP3;CLLU1OS;OPRD1;CDH18;SPATA22;FOXD2,1.7237489223480225
LUAD,9,50,CGBoost,ok,,352,135,1905;4025;1848;507;3907;505;369;4380;7417;5141;4270;2059;1629;5513;744;2482;5653;4603;2689;5589,CYP19A1;KIR2DL3;CTF1;ASB4;KCNK10;ASB16;ANO1;LRRC69;TMEM217;NXPH2;LINGO3;DKK2;CLMN;PIWIL1;C10orf10;FAIM2;POLR3H;MGLL;FDXR;PLEKHF1,24.78033208847046
LUAD,9,50,RSF,ok,,352,135,2058;3740;5533;8147;3101;1978;854;1284;8112;2537;233;1904;7558;3226;1967;3775;3204;4832;2461;1847,DKK1;INPP5J;PKP2;ZNF682;GNMT;DBP;C1QTNF6;CD109;ZNF540;FAM179A;AHSG;CYP17A1;TPX2;GREB1L;DAPK2;IRX5;GPRIN2;MYOZ1;F2;CTCFL,8.634630918502808
LUAD,10,51,MKG,ok,,352,131,2058;1904;3101;2603;2361;8112;7603;5512;3775;854;2320;5588;6038;3127;3857;1957;1967;6329;7657;233,DKK1;CYP17A1;GNMT;FAM83A;ENPP5;ZNF540;TRIM6;PITX3;IRX5;C1QTNF6;ELOVL6;PLEKHB1;RBP5;GPD1L;KCNA2;DAAM2;DAPK2;SARM1;TSPAN32;AHSG,52.38803577423096
LUAD,10,51,Uni-Cox,ok,,352,131,2058;368;3101;1904;5512;5588;3740;8112;7833;233;2361;5608;854;6735;5583;3070;1847;3775;91;2719,DKK1;ANLN;GNMT;CYP17A1;PITX3;PLEKHB1;INPP5J;ZNF540;VAX1;AHSG;ENPP5;PLK1;C1QTNF6;SLC47A1;PLEK2;GLS2;CTCFL;IRX5;ACSM5;FGF5,0.11077189445495605
LUAD,10,51,Cox-Lasso,ok,,352,131,7626;1904;7549;104;4561;4197;4420;448;4222;5119;4882;1244;2961;7236;7736;8049;3525;4138;1667;4201,TRPC6;CYP17A1;TPPP3;ACVR1C;MEIG1;LDLRAD3;LY6K;ARG2;LGALS9B;NTS;NCAM2;CCL20;GBX1;TDRD1;TYRP1;ZNF233;HRK;KSR1;CNTLN;LEFTY1,1.1304206848144531
LUAD,10,51,Cox-EN,ok,,352,131,7626;1904;104;4561;6248;7236;4420;8049;5477;7549;4222;525;2275;2961;4882;4197;4201;3339;5119;5219,TRPC6;CYP17A1;ACVR1C;MEIG1;RRH;TDRD1;LY6K;ZNF233;PHOX2A;TPPP3;LGALS9B;ASTL;EFNA2;GBX1;NCAM2;LDLRAD3;LEFTY1;HCG22;NTS;OSBPL5,1.7127013206481934
LUAD,10,51,CGBoost,ok,,352,131,1905;2482;7627;2059;6971;6320;4025;1530;1848;7237;4198;6128;7604;5513;2362;8113;5653;369;526;4270,CYP19A1;FAIM2;TRPM2;DKK2;SPRR2A;SAMD14;KIR2DL3;CHRNA7;CTF1;TDRD10;LEAP2;RHPN1;TRIM61;PIWIL1;ENPP6;ZNF541;POLR3H;ANO1;ASTN1;LINGO3,26.543270111083984
LUAD,10,51,RSF,ok,,352,131,8147;6970;1091;6242;8036;2058;3204;4269;1904;91;6408;2361;1258;7603;2571;10;3878;6415;854;8112,ZNF682;SPRR1B;CAMK1D;RPS6KL1;ZMYND15;DKK1;GPRIN2;LINGO2;CYP17A1;ACSM5;SEC14L4;ENPP5;CCNA2;TRIM6;FAM41C;ABAT;KCNF1;SELENBP1;C1QTNF6;ZNF540,8.85074758529663
LUAD,11,52,MKG,ok,,352,123,1599;2058;3775;3197;5512;3070;7833;5799;1967;3743;1594;6735;3677;2681;2603;2361;1957;743;3127;2682,CLEC17A;DKK1;IRX5;GPR98;PITX3;GLS2;VAX1;PRRT3;DAPK2;INSL4;CLEC10A;SLC47A1;IL16;FCRL1;FAM83A;ENPP5;DAAM2;BZRAP1;GPD1L;FCRL2,50.466208934783936
