Cancer,Repeat,Method,Selected alpha,Subsample n,Event n,Nonzero,Top20 indices,Top20 genes
LUAD,17,CV-Cox-Lasso,0.026406856481509398,352,125,425,393;3606;6497;2739;5042;1485;1115;513;5439;2757;2156;4761;7203;2327;7491;507;6260;7059;7621;1676,AP1M2;IFFO1;SGIP1;FHL2;NPEPL1;CGNL1;CAPZA3;ASGR2;PEX5L;FLI1;DPF3;MUSK;TBX4;EMID1;TNFRSF19;ASB4;RSPO2;STK32A;TRPA1;CNTNAP3
LUAD,17,CV-Cox-EN,0.13583231767728454,352,125,51,1904;5512;3740;6857;4197;3070;2058;4269;4497;6560;5140;7263;4025;4222;4379;506;8102;2481;2708;1599,CYP17A1;PITX3;INPP5J;SNTG2;LDLRAD3;GLS2;DKK1;LINGO2;MARCH4;SIGLEC6;NXPH1;TFAP2A;KIR2DL3;LGALS9B;LRRC66;ASB2;ZNF502;FAHD2B;FGF1;CLEC17A
LUAD,18,CV-Cox-Lasso,0.026406856481509398,352,126,165,2058;6679;5477;5140;7626;4084;4024;2708;6929;7277;4570;4269;7921;2696;2961;6673;1142;5078;1600;4712,DKK1;SLC27A5;PHOX2A;NXPH1;TRPC6;KLRC1;KIR2DL1;FGF1;SPATA22;TG;MEPE;LINGO2;WFIKKN2;FETUB;GBX1;SLC26A7;CAV3;NR5A1;CLEC18A;MSLNL
LUAD,18,CV-Cox-EN,0.13583231767728454,352,126,54,2058;4269;8144;4024;5512;5652;7277;5140;2708;2603;7921;7043;3640;6673;5261;7259;2481;4497;6743;4197,DKK1;LINGO2;ZNF677;KIR2DL1;PITX3;POLR3G;TG;NXPH1;FGF1;FAM83A;WFIKKN2;STAP1;IGFBP1;SLC26A7;PABPC3;TEX15;FAHD2B;MARCH4;SLC4A8;LDLRAD3
LUAD,19,CV-Cox-Lasso,0.026406856481509398,352,120,143,4222;7626;5140;2481;3041;1847;1567;4024;510;1904;4735;179;2375;1980;1087;1006;7236;5477;1529;4119,LGALS9B;TRPC6;NXPH1;FAHD2B;GJB7;CTCFL;CLCA1;KIR2DL1;ASCL2;CYP17A1;MTBP;ADM;EPGN;DCAF4L2;CALML5;C8orf46;TDRD1;PHOX2A;CHRNA6;KRT38
LUAD,19,CV-Cox-EN,0.13583231767728454,352,120,56,8013;5512;4024;4379;1904;2481;1143;10;1286;5713;1236;854;1980;7603;3775;1957;2058;5588;7833;3776,ZFP3;PITX3;KIR2DL1;LRRC66;CYP17A1;FAHD2B;CBFA2T3;ABAT;CD160;PPP2R2B;CCL13;C1QTNF6;DCAF4L2;TRIM6;IRX5;DAAM2;DKK1;PLEKHB1;VAX1;IRX6
LUAD,20,CV-Cox-Lasso,0.026406856481509398,352,126,177,7626;1011;7263;2058;4119;7236;5512;4025;4431;448;5140;825;447;1244;1904;4712;6857;2481;7750;5173,TRPC6;C9orf106;TFAP2A;DKK1;KRT38;TDRD1;PITX3;KIR2DL3;LYPD3;ARG2;NXPH1;C17orf99;ARG1;CCL20;CYP17A1;MSLNL;SNTG2;FAHD2B;UBL4B;OLFM3
LUAD,20,CV-Cox-EN,0.13583231767728454,352,126,48,5512;2058;4269;4024;7626;4025;4083;4197;1600;1904;5588;1599;1142;7043;2688;8064;7263;7236;2482;5140,PITX3;DKK1;LINGO2;KIR2DL1;TRPC6;KIR2DL3;KLRB1;LDLRAD3;CLEC18A;CYP17A1;PLEKHB1;CLEC17A;CAV3;STAP1;FCRLB;ZNF347;TFAP2A;TDRD1;FAIM2;NXPH1
LUAD,21,CV-Cox-Lasso,0.026406856481509398,352,132,163,4222;7626;3678;682;1904;5477;6929;8049;1667;964;4431;5140;4688;8134;4119;4024;2864;6857;7921;8039,LGALS9B;TRPC6;IL17A;BIRC3;CYP17A1;PHOX2A;SPATA22;ZNF233;CNTLN;C5;LYPD3;NXPH1;MPZ;ZNF625;KRT38;KIR2DL1;FUT5;SNTG2;WFIKKN2;ZNF132
LUAD,21,CV-Cox-EN,0.13583231767728454,352,132,54,1904;5512;504;4269;2058;8012;1599;2482;7833;1523;6857;3070;2128;4024;5140;6931;3678;1091;4119;7236,CYP17A1;PITX3;ASAP3;LINGO2;DKK1;ZFP28;CLEC17A;FAIM2;VAX1;CHRNA1;SNTG2;GLS2;DNER;KIR2DL1;NXPH1;SPATA6;IL17A;CAMK1D;KRT38;TDRD1
LUAD,22,CV-Cox-Lasso,0.026406856481509398,352,122,198,7833;7912;1782;5120;5940;6660;362;8127;2539;3070;7956;372;542;4497;1078;6724;3244;1044;5916;7024,VAX1;WFDC1;CRCT1;NTSR1;RAB25;SLC25A21;ANKRD6;ZNF596;FAM181A;GLS2;XBP1;ANO4;ATOH1;MARCH4;CALB2;SLC43A1;GRIN2C;CABLES1;PXMP4;ST6GALNAC2
LUAD,22,CV-Cox-EN,0.13583231767728454,352,122,47,2481;4197;5512;4269;4025;80;8142;3070;8013;1847;5588;4029;1772;6673;2413;2571;7773;4497;5652;329,FAHD2B;LDLRAD3;PITX3;LINGO2;KIR2DL3;ACR;ZNF667;GLS2;ZFP3;CTCFL;PLEKHB1;KIR3DL2;CPXM2;SLC26A7;ERO1L;FAM41C;UGT2B11;MARCH4;POLR3G;ANGPTL4
LUAD,23,CV-Cox-Lasso,0.026406856481509398,352,124,165,4222;8049;4197;1628;448;3055;1904;7236;1244;4252;5140;4024;6679;903;5652;5512;1026;5470;2993;4882,LGALS9B;ZNF233;LDLRAD3;CLLU1OS;ARG2;GLI2;CYP17A1;TDRD1;CCL20;LILRA4;NXPH1;KIR2DL1;SLC27A5;C20orf202;POLR3G;PITX3;C9orf47;PHKG1;GDPD4;NCAM2
LUAD,23,CV-Cox-EN,0.13583231767728454,352,124,60,4197;4222;5512;6329;1143;3775;4497;3070;7020;1244;7833;3640;3055;2058;506;1904;5140;7236;4024;329,LDLRAD3;LGALS9B;PITX3;SARM1;CBFA2T3;IRX5;MARCH4;GLS2;ST3GAL6;CCL20;VAX1;IGFBP1;GLI2;DKK1;ASB2;CYP17A1;NXPH1;TDRD1;KIR2DL1;ANGPTL4
